adsh,company_name,sector,rating,investment_grade,financial_score,accounts_receivable,cash,current_assets,current_liabilities,gross_profit,inventory,long_term_debt,net_income,operating_income,revenue,short_term_debt,stockholders_equity,total_assets,total_liabilities,current_ratio,debt_to_equity,return_on_assets,profit_margin
0000833444-22-000017,Company_6368,Consumer,AA+,1,4.0,5689000000.0,1787000000.0,11612000000.0,2264000000.0,3848000000.0,2515000000.0,240000000.0,79000000.0,,,,-24000000.0,920000000.0,2264000000.0,5.128975265017668,-10.0,0.08586956521739131,
0000833444-22-000036,Company_6369,Industrial,A,1,3.15,5850000000.0,1506000000.0,1235000000.0,874000000.0,6048000000.0,2574000000.0,7194000000.0,64000000.0,,,,645000000.0,3352000000.0,874000000.0,1.4130434782608696,11.153488372093022,0.01909307875894988,
0000833444-22-000043,Company_6370,Utilities,BB,0,1.11,5528000000.0,2031000000.0,1229000000.0,11239000000.0,8343000000.0,2510000000.0,181000000.0,191000000.0,,,,-20000000.0,362000000.0,42158000000.0,0.10935136577987366,-9.05,0.5276243093922652,
0000833444-23-000005,Company_6371,Technology,BBB,1,2.02,5722000000.0,1509000000.0,11837000000.0,11563000000.0,2091000000.0,2895000000.0,154000000.0,38000000.0,,,,874000000.0,134000000.0,11563000000.0,1.0236962725936176,0.17620137299771166,0.2835820895522388,
0000833444-23-000014,Company_6372,Financial,BBB,1,2.03,6002000000.0,1975000000.0,12756000000.0,12403000000.0,4332000000.0,3048000000.0,150000000.0,79000000.0,,,,17295000000.0,446000000.0,12403000000.0,1.028460856244457,0.008673026886383347,0.17713004484304934,
0000833444-23-000030,Company_6373,Healthcare,AA+,1,4.0,6540000000.0,1057000000.0,12006000000.0,2693000000.0,6763000000.0,3092000000.0,8497000000.0,1049000000.0,,,,42780000000.0,214000000.0,42780000000.0,4.4582250278499815,0.19862085086489015,4.901869158878505,
0000833444-23-000048,Company_6374,Energy,BBB,1,2.17,6006000000.0,835000000.0,1120000000.0,958000000.0,8971000000.0,2776000000.0,645000000.0,184000000.0,,,,0.0,15406000000.0,42242000000.0,1.1691022964509394,inf,0.011943398675840582,
0000833444-24-000011,Company_6375,Consumer,A,1,2.51,6045000000.0,1801000000.0,1202000000.0,934000000.0,1992000000.0,3006000000.0,7959000000.0,374000000.0,,,,-1263000000.0,1202000000.0,934000000.0,1.2869379014989293,-6.30166270783848,0.31114808652246256,
0000833444-24-000029,Company_6376,Industrial,AA+,1,4.98,6688000000.0,843000000.0,11877000000.0,779000000.0,4173000000.0,2991000000.0,422000000.0,43000000.0,,,,15658000000.0,11877000000.0,251000000.0,15.246469833119384,0.026951079320475156,0.0036204428727793212,
0000833444-24-000052,Company_6377,Utilities,A,1,3.42,6667000000.0,862000000.0,1556000000.0,1012000000.0,2488000000.0,2863000000.0,1281000000.0,1072000000.0,,,,-3000000.0,43325000000.0,5163000000.0,1.5375494071146245,-427.0,0.02474321984997115,
0000833444-24-000064,Company_6378,Technology,AA+,1,4.0,6051000000.0,606000000.0,11179000000.0,1048000000.0,8077000000.0,1774000000.0,8004000000.0,1705000000.0,,,,42695000000.0,15000000.0,1048000000.0,10.666984732824428,0.1874692586953976,113.66666666666667,
0000833640-22-000021,Company_6379,Financial,AA+,1,4.0,,158117000.0,686815000.0,15492000.0,360639000.0,99266000.0,,164413000.0,175058000.0,59967000.0,,912032000.0,-4326000.0,14854000.0,44.33352698166796,,-38.00577901063338,2.7417246152050296
0000833640-22-000083,Company_6380,Healthcare,AA+,1,4.83,,170624000.0,592501000.0,69234000.0,100675000.0,103115000.0,,46248000.0,51047000.0,8245000.0,,-8169000.0,592501000.0,98622000.0,8.557948406852125,,0.07805556446318235,5.609217707701637
0000833640-22-000118,Company_6381,Energy,AA+,1,4.97,,67383000.0,481049000.0,13597000.0,207518000.0,111258000.0,,102072000.0,60102000.0,18563000.0,,24000.0,481049000.0,13597000.0,35.379054203133045,,0.2121862845572904,5.498680170231105
0000833640-22-000128,Company_6382,Consumer,AA+,1,4.0,,133474000.0,512029000.0,58859000.0,299553000.0,120092000.0,,148036000.0,159520000.0,16601000.0,,24000.0,23935000.0,87681000.0,8.699247353845632,,6.184917484854815,8.917294138907295
0000833640-23-000025,Company_6383,Industrial,BBB,1,2.02,,105372000.0,15004000.0,14778000.0,366907000.0,135420000.0,,170851000.0,180412000.0,457700000.0,,762536000.0,6597000.0,84880000.0,1.0152930031127352,,25.89828710019706,0.3732816255188988
0000833640-23-000125,Company_6384,Utilities,AA+,1,4.0,,94189000.0,539195000.0,63062000.0,53957000.0,142444000.0,,6875000.0,5757000.0,59598000.0,,851405000.0,539195000.0,851405000.0,8.5502362754115,,0.012750489155129406,0.1153562200073828
0000833640-23-000169,Company_6385,Technology,BB,0,1.37,,84096000.0,22854000.0,64819000.0,116803000.0,149741000.0,,14793000.0,12641000.0,18041000.0,,762443000.0,5511000.0,5430000.0,0.3525818047177525,,2.6842678279804026,0.8199656338340446
0000833640-23-000193,Company_6386,Financial,AA+,1,4.0,,94743000.0,556116000.0,53421000.0,182748000.0,150246000.0,,19796000.0,36110000.0,8498000.0,,785057000.0,837000.0,10288000.0,10.4100634581906,,23.651135005973714,2.329489291598023
0000833640-24-000030,Company_6387,Healthcare,AA+,1,4.52,,63929000.0,511600000.0,13551000.0,228956000.0,163164000.0,,55735000.0,35059000.0,23041000.0,,23000.0,28325000.0,13551000.0,37.753671315770056,,1.9676963812886143,2.4189488303459052
0000833640-24-000107,Company_6388,Energy,BB,0,1.46,,56443000.0,22714000.0,49535000.0,47780000.0,167865000.0,,3954000.0,470000.0,5380000.0,,22000.0,29654000.0,805776000.0,0.45854446351064904,,0.1333378296351251,0.7349442379182156
0000833640-24-000147,Company_6389,Consumer,AA+,1,5.19,,50493000.0,499836000.0,13596000.0,56533000.0,169884000.0,,8803000.0,2428000.0,5059000.0,,733909000.0,863000.0,-161000.0,36.763459841129745,,10.200463499420625,1.7400672069578969
0000833640-24-000171,Company_6390,Industrial,A,1,2.81,,58469000.0,19821000.0,13337000.0,167484000.0,167680000.0,,23094000.0,14010000.0,8571000.0,,11347000.0,19821000.0,13337000.0,1.4861663042663267,,1.1651278946571817,2.6944347217360867
0000835357-22-000004,Company_6391,Utilities,B,0,0.0,,,,,,,,-9000000.0,,0.0,,2000000.0,57000000.0,5928000000.0,,,-0.15789473684210525,-inf
0000835357-22-000006,Company_6392,Technology,BB,0,0.99,,,,,,,,-19000000.0,,139000000.0,,-64000000.0,67000000.0,1000000.0,,,-0.2835820895522388,-0.1366906474820144
0000835357-22-000009,Company_6393,Financial,BB,0,0.97,,,,,,,,-32000000.0,,165000000.0,,-80000000.0,94000000.0,3000000.0,,,-0.3404255319148936,-0.19393939393939394
0000835357-22-000012,Company_6394,Healthcare,BBB,1,1.98,,,,,,,,13000000.0,,144000000.0,,-307000000.0,134000000.0,3000000.0,,,0.09701492537313433,0.09027777777777778
0000835357-23-000004,Company_6395,Energy,BB,0,1.0,,,,,,,,-38000000.0,,627000000.0,,-108000000.0,40000000.0,0.0,,,-0.95,-0.06060606060606061
0000835357-23-000007,Company_6396,Consumer,BB,0,1.0,,,,,,,,63000000.0,,171000000.0,,-161000000.0,0.0,182000000.0,,,inf,0.3684210526315789
0000835357-23-000010,Company_6397,Industrial,B,0,0.0,,,,,,,,-86000000.0,,13000000.0,,-219000000.0,1000000.0,73000000.0,,,-86.0,-6.615384615384615
0000835357-23-000015,Company_6398,Utilities,BB,0,1.0,,,,,,,,14000000.0,,193000000.0,,-1000000.0,0.0,36324000000.0,,,inf,0.07253886010362694
0000835357-23-000022,Company_6399,Technology,BB,0,1.0,,,,,,,,593000000.0,,502000000.0,,-445000000.0,12000000.0,2137000000.0,,,49.416666666666664,1.1812749003984064
0000835357-24-000003,Company_6400,Financial,BB,0,1.0,,1838000000.0,,,,,,1191000000.0,,294000000.0,,3000000.0,12000000.0,42036000000.0,,,99.25,4.051020408163265
0000835357-24-000007,Company_6401,Healthcare,B,0,0.22,,3512000000.0,,,,,,-83000000.0,,-196000000.0,,47712000000.0,2869000000.0,2228000000.0,,,-0.028929940745904496,0.42346938775510207
0000835357-24-000011,Company_6402,Energy,BBB,1,1.85,,2221000000.0,,,,,,40000000.0,,776000000.0,,-2000000.0,323000000.0,47000000.0,,,0.1238390092879257,0.05154639175257732
0000835357-24-000014,Company_6403,Consumer,BB,0,1.0,,2408000000.0,,,,,,433000000.0,,2697000000.0,,-3000000.0,95000000.0,233000000.0,,,4.557894736842106,0.16054875787912495
0000835403-22-000004,Company_6404,Industrial,B,0,0.4,,-888000000.0,151000000.0,380000000.0,5002000000.0,,,,,,,,75000000.0,7604000000.0,0.3973684210526316,,,
0000835403-22-000008,Company_6405,Utilities,A,1,3.0,,1315000000.0,149000000.0,6000000.0,9479000000.0,,,,,,,,158000000.0,1646000000.0,24.833333333333332,,,
0000835403-23-000004,Company_6406,Technology,BB,0,0.62,,-63000000.0,166000000.0,266000000.0,5796000000.0,,,,,,,,1060000000.0,1467000000.0,0.6240601503759399,,,
0000835403-23-000016,Company_6407,Financial,BBB,1,1.72,,46000000.0,232000000.0,135000000.0,10214000000.0,,,,,,,,156000000.0,2108000000.0,1.7185185185185186,,,
0000835403-24-000006,Company_6408,Healthcare,AA+,1,4.0,,1482000000.0,274000000.0,2000000.0,6721000000.0,,,,,,,,16787000000.0,0.0,137.0,,,
0000835403-24-000029,Company_6409,Energy,BBB,1,2.3,,-33000000.0,304000000.0,136000000.0,12198000000.0,,,,,,,,1909000000.0,1793000000.0,2.235294117647059,,,
0000837010-22-000003,Company_6410,Consumer,BBB,1,1.9,,436000000.0,,,,,,826000000.0,,818000000.0,,413000000.0,149000000.0,15000000.0,,,5.543624161073826,1.0097799511002445
0000837010-22-000008,Company_6411,Industrial,BB,0,1.0,,155000000.0,,,,,,0.0,,549000000.0,,397000000.0,175000000.0,0.0,,,0.0,0.0
0000837010-22-000012,Company_6412,Utilities,B,0,0.0,,282000000.0,,,,,,0.0,,551000000.0,,114925000000.0,0.0,9000000.0,,,,0.0
0000837010-22-000015,Company_6413,Technology,BB,0,1.0,,207000000.0,,,,,,0.0,,1644000000.0,,1417000000.0,73547000000.0,0.0,,,0.0,0.0
0000837010-23-000018,Company_6414,Financial,BB,0,0.79,,220000000.0,,,,,,0.0,,2228000000.0,,2778000000.0,1609000000.0,331000000.0,,,0.0,0.0
0000837010-23-000044,Company_6415,Healthcare,BBB,1,2.0,,233000000.0,,,,,,90000000.0,,605000000.0,,-1673000000.0,81911000000.0,319000000.0,,,0.0010987535251675599,0.1487603305785124
0000837010-23-000048,Company_6416,Energy,BB,0,1.0,,444000000.0,,,,,,100000000.0,,20000000.0,,1005000000.0,0.0,0.0,,,inf,5.0
0000837010-23-000053,Company_6417,Consumer,BB,0,1.0,,154000000.0,,,,,,70000000.0,,1787000000.0,,116607000000.0,274000000.0,116607000000.0,,,0.25547445255474455,0.03917179630665921
0000837010-24-000003,Company_6418,Industrial,BB,0,1.0,,186000000.0,,,,,,0.0,,2429000000.0,,-1531000000.0,124242000000.0,8000000.0,,,0.0,0.0
0000837010-24-000036,Company_6419,Utilities,BB,0,0.97,,316000000.0,,,,,,0.0,,21000000.0,,295000000.0,31000000.0,1000000.0,,,0.0,0.0
0000837010-24-000039,Company_6420,Technology,BB,0,0.97,,259000000.0,,,,,,0.0,,657000000.0,,128869000000.0,3073000000.0,88000000.0,,,0.0,0.0
0000837010-24-000042,Company_6421,Financial,B,0,0.0,,436000000.0,,,,,,0.0,,1980000000.0,,133863000000.0,2000000.0,293000000.0,,,0.0,0.0
0000837465-22-000005,Company_6422,Healthcare,BB,0,1.39,105331000.0,352221000.0,119332000.0,128867000.0,,533457000.0,1025278000.0,0.0,-54663000.0,,,-25386000.0,107135000.0,57419000.0,0.9260089860088309,-40.387536437406446,0.0,
0000837465-22-000010,Company_6423,Energy,BBB,1,1.96,413100000.0,245000000.0,134700000.0,1156500000.0,,552400000.0,60000000.0,86700000.0,94300000.0,,,1900000.0,134700000.0,21100000.0,0.11647211413748379,31.57894736842105,0.643652561247216,
0000837465-22-000016,Company_6424,Consumer,BB,0,1.24,376000000.0,178300000.0,125600000.0,531800000.0,,604000000.0,60000000.0,192100000.0,223300000.0,,,8156200000.0,125600000.0,8156200000.0,0.23617901466716812,0.007356366935582747,1.5294585987261147,
0000837465-22-000026,Company_6425,Industrial,BB,0,1.22,275000000.0,200300000.0,115300000.0,526000000.0,,722300000.0,87000000.0,38500000.0,291500000.0,,,925200000.0,600000.0,526000000.0,0.21920152091254752,0.0940337224383917,64.16666666666667,
0000837465-23-000006,Company_6426,Utilities,AA+,1,3.92,167300000.0,180200000.0,1518900000.0,35000000.0,,959200000.0,96600000.0,,256800000.0,,,-31300000.0,1412700000.0,117500000.0,43.39714285714286,-3.086261980830671,,
0000837465-23-000018,Company_6427,Technology,AA+,1,4.92,454800000.0,180600000.0,1754800000.0,103900000.0,,929800000.0,775800000.0,25000000.0,80500000.0,,,3811100000.0,1415300000.0,119900000.0,16.889316650625602,0.20356327569468133,0.017664099484208294,
0000837465-23-000028,Company_6428,Financial,BB,0,1.17,397200000.0,191800000.0,160900000.0,932600000.0,,839800000.0,1224800000.0,142400000.0,196500000.0,,,16100000.0,83800000.0,278700000.0,0.17252841518335835,76.07453416149069,1.6992840095465394,
0000837465-23-000036,Company_6429,Healthcare,AA+,1,5.02,304600000.0,330300000.0,1602700000.0,35600000.0,,736500000.0,1224800000.0,29700000.0,270300000.0,,,3025000000.0,8982000000.0,-175200000.0,45.01966292134831,0.40489256198347107,0.003306613226452906,
0000837465-24-000016,Company_6430,Energy,AA+,1,4.0,200500000.0,393500000.0,183100000.0,42700000.0,,454200000.0,794500000.0,95000000.0,237700000.0,,,3878200000.0,32000000.0,42700000.0,4.288056206088993,0.20486308081068538,2.96875,
0000837465-24-000032,Company_6431,Consumer,AA+,1,4.91,423900000.0,233900000.0,175000000.0,39000000.0,,702900000.0,12000000.0,6500000.0,66900000.0,,,9092000000.0,434900000.0,39000000.0,4.487179487179487,0.0013198416190057193,0.01494596458956082,
0000837465-24-000069,Company_6432,Industrial,BB,0,1.45,390400000.0,311800000.0,198400000.0,437800000.0,,647100000.0,1464500000.0,68600000.0,103000000.0,,,1016100000.0,198400000.0,437800000.0,0.4531749657377798,1.4412951481153429,0.34576612903225806,
0000837465-24-000078,Company_6433,Utilities,BBB,1,1.93,286400000.0,441900000.0,1623900000.0,842500000.0,,666400000.0,0.0,-3600000.0,203600000.0,,,9158100000.0,1623900000.0,9158100000.0,1.9274777448071216,0.0,-0.0022168852761869575,
0000840489-22-000035,Company_6434,Technology,AA+,1,4.0,,-1464000.0,1129358000.0,240940000.0,919152000.0,0.0,1033904000.0,124909000.0,,0.0,,866679000.0,5614000.0,2028325000.0,4.687299742674525,1.1929491772617082,22.24955468471678,inf
0000840489-22-000049,Company_6435,Financial,AA+,1,3.68,,113317000.0,1038931000.0,387129000.0,0.0,247276000.0,1034355000.0,28005000.0,,155638000.0,,3743168000.0,3743168000.0,3743168000.0,2.6836816668345693,0.2763314390377349,0.0074816305332809,0.17993677636566904
0000840489-22-000067,Company_6436,Healthcare,AA+,1,4.48,,110414000.0,1078242000.0,349525000.0,78177000.0,260528000.0,1034761000.0,86108000.0,,383840000.0,,1729625000.0,3796541000.0,1978543000.0,3.084878048780488,0.5982574257425742,0.02268064535586472,0.22433305543976656
0000840489-22-000079,Company_6437,Energy,AA+,1,4.0,,100620000.0,1141074000.0,175964000.0,-586000.0,204359000.0,1035226000.0,59316000.0,,206935000.0,,1805155000.0,2144000.0,7256000.0,6.484701416198768,0.5734831634956555,27.666044776119403,0.28664073259719236
0000840489-23-000041,Company_6438,Consumer,AA+,1,5.0,,117330000.0,1130662000.0,139460000.0,721357000.0,202594000.0,1035698000.0,253495000.0,,-4935000.0,,1879766000.0,3419000.0,0.0,8.107428653377312,0.5509717698905077,74.14302427610413,-51.36676798378926
0000840489-23-000058,Company_6439,Industrial,AA+,1,4.0,,100795000.0,1072922000.0,142277000.0,57457000.0,0.0,1036176000.0,47388000.0,,186681000.0,,-77060000.0,315865000.0,3869297000.0,7.541078319053677,-13.4463534907864,0.15002611875326485,0.25384479406045607
0000840489-23-000079,Company_6440,Utilities,AA+,1,4.0,,104598000.0,1145044000.0,146163000.0,102402000.0,0.0,1036660000.0,45180000.0,,486077000.0,,1122579000.0,9586000.0,146163000.0,7.834020921847526,0.9234628476035985,4.713123304819528,0.09294823659625943
0000840489-23-000112,Company_6441,Technology,AA+,1,4.0,,86547000.0,1234640000.0,146873000.0,195015000.0,96976000.0,1037151000.0,57144000.0,,-1472000.0,,1164228000.0,427000.0,2256979000.0,8.406174041518863,0.8908486997392263,133.82669789227165,-38.82065217391305
0000840489-24-000042,Company_6442,Financial,AA+,1,4.0,,127018000.0,1306601000.0,163050000.0,813434000.0,0.0,1037647000.0,219301000.0,,3151796000.0,,-43037000.0,38634000.0,163050000.0,8.013498926709598,-24.110579269001093,5.676373142827561,0.06957969360961179
0000840489-24-000087,Company_6443,Healthcare,AA+,1,4.0,,135070000.0,1257135000.0,315109000.0,222510000.0,216762000.0,1529147000.0,61368000.0,,196640000.0,,4247452000.0,5836000.0,315109000.0,3.989524259859287,0.360015133779028,10.515421521590131,0.31208299430431247
0000840489-24-000108,Company_6444,Energy,AA+,1,4.0,,113693000.0,1273265000.0,315575000.0,395397000.0,0.0,1529870000.0,49073000.0,,-2093000.0,,1978449000.0,1654000.0,4322408000.0,4.034746098391825,0.7732673422463758,29.669286577992747,-23.44624940277114
0000840489-24-000127,Company_6445,Consumer,AA+,1,4.77,,106320000.0,1329350000.0,308473000.0,233756000.0,334394000.0,1530604000.0,64827000.0,,2504703000.0,,1999194000.0,1329350000.0,308473000.0,4.3094533395143175,0.7656105410480424,0.048765938240493474,0.025882110573588964
0000842162-22-000009,Company_6446,Industrial,BBB,1,2.32,3041500000.0,1318300000.0,1217500000.0,921700000.0,,1571900000.0,2595200000.0,80500000.0,,,,165000000.0,35700000.0,921700000.0,1.320928718672019,15.728484848484849,2.2549019607843137,
0000842162-22-000020,Company_6447,Utilities,BBB,1,2.36,3236100000.0,1162000000.0,6928500000.0,5087100000.0,,1642100000.0,800000.0,17200000.0,,,,-198500000.0,15700000.0,5087100000.0,1.3619744058500913,-0.004030226700251889,1.0955414012738853,
0000842162-22-000032,Company_6448,Technology,BBB,1,2.17,3369700000.0,828000000.0,874900000.0,1916200000.0,,1612800000.0,2595200000.0,117900000.0,,,,1008000000.0,13345400000.0,3769900000.0,0.45658073270013566,2.574603174603175,0.008834504773180272,
0000842162-22-000046,Company_6449,Financial,AA+,1,4.72,3570300000.0,842200000.0,6924700000.0,1906700000.0,,1594100000.0,1200000.0,119200000.0,,,,4427900000.0,6924700000.0,1906700000.0,3.631772171815178,0.00027100883037105625,0.01721374211157162,
0000842162-23-000011,Company_6450,Healthcare,BBB,1,2.32,3451900000.0,1114900000.0,1335900000.0,1009200000.0,,1573600000.0,2591200000.0,408700000.0,,,,-95700000.0,235000000.0,1153200000.0,1.3237217598097504,-27.076280041797283,1.7391489361702128,
0000842162-23-000020,Company_6451,Energy,BB,0,1.15,4143100000.0,898500000.0,860800000.0,5597600000.0,,1676200000.0,5100000.0,143600000.0,,,,14404200000.0,-100500000.0,5597600000.0,0.15378019151064742,0.00035406339817553215,-1.4288557213930348,
0000842162-23-000045,Company_6452,Consumer,BBB,1,2.36,4259700000.0,901900000.0,7831600000.0,5775200000.0,,1702600000.0,100000.0,187200000.0,,,,5432300000.0,-111600000.0,3932000000.0,1.356074248510874,1.8408408961213483e-05,-1.6774193548387097,
0000842162-23-000062,Company_6453,Industrial,BBB,1,1.59,4041200000.0,979700000.0,928500000.0,5701400000.0,,1788300000.0,300000.0,152100000.0,,,,-95300000.0,6876000000.0,3929000000.0,0.1628547374329112,-0.0031479538300104933,0.02212041884816754,
0000842162-24-000008,Company_6454,Utilities,AA+,1,4.0,170700000.0,1196300000.0,7636900000.0,2205200000.0,,1758000000.0,300000.0,73200000.0,,,,14695500000.0,7058600000.0,14695500000.0,3.4631325956829313,2.0414412575278145e-05,0.010370328393732468,
0000842162-24-000032,Company_6455,Technology,BBB,1,2.33,4154900000.0,930400000.0,7907700000.0,5943000000.0,,1735400000.0,2743000000.0,109600000.0,,,,1039200000.0,15100000.0,14872000000.0,1.3305906108026249,2.639530408006159,7.258278145695364,
0000842162-24-000049,Company_6456,Financial,A,1,2.94,4158800000.0,950300000.0,7780800000.0,5817800000.0,,1702400000.0,300000.0,21300000.0,,,,600000.0,14681900000.0,5817800000.0,1.337412767712881,0.5,0.0014507659090444698,
0000842162-24-000062,Company_6457,Healthcare,BB,0,1.42,4289400000.0,763900000.0,987100000.0,2368900000.0,,1768100000.0,2300000.0,418500000.0,,,,129100000.0,987100000.0,1263300000.0,0.41669129131664484,0.017815646785437646,0.4239692027150238,
0000842180-22-000011,Company_6458,Energy,BB,0,0.96,,-1864000000.0,,,3422000000.0,,,,,,,,3386000000.0,135000000.0,,,,
0000842180-22-000018,Company_6459,Consumer,B,0,0.0,,81508000000.0,,,11509000000.0,,,,,,,,1178000000.0,4947000000.0,,,,
0000842180-23-000010,Company_6460,Industrial,B,0,0.0,,79756000000.0,,,6145000000.0,,,,,,,,-11000000.0,0.0,,,,
0000842180-23-000021,Company_6461,Utilities,BB,0,1.0,,524000000.0,,,6774000000.0,,,,,,,,13787000000.0,0.0,,,,
0000842180-24-000007,Company_6462,Technology,B,0,0.0,,75416000000.0,,,14267000000.0,,,,,,,,35000000.0,35000000.0,,,,
0000842180-24-000026,Company_6463,Financial,B,0,0.0,,0.0,,,4626000000.0,,,,,,,,9135000000.0,9481000000.0,,,,
0000842183-22-000015,Company_6464,Healthcare,B,0,0.0,,666000.0,,47034000.0,,,31850000.0,-7000.0,111736000.0,213488000.0,,-441478000.0,0.0,8392000.0,,-0.07214402529684379,-inf,-3.278872817207525e-05
0000842183-22-000046,Company_6465,Energy,BB,0,1.0,,12249000.0,,37401000.0,,,,4101000.0,12954000.0,18418000.0,,238198000.0,68418000.0,238198000.0,,,0.059940366570200826,0.22266261266152676
0000842183-22-000064,Company_6466,Consumer,BBB,1,1.8,,18828000.0,,40154000.0,,,,135000.0,30922000.0,876000.0,,17895000.0,159812000.0,31366000.0,,,0.0008447425725227142,0.1541095890410959
0000842183-22-000073,Company_6467,Industrial,BB,0,1.0,,7611000.0,,50912000.0,,,,1089000.0,2882000.0,166107000.0,,843000.0,1116000.0,41354000.0,,,0.9758064516129032,0.0065560150987014395
0000842183-23-000015,Company_6468,Utilities,BBB,1,1.99,,461000.0,,41985000.0,,,,2638000.0,5100000.0,64133000.0,,92427000.0,925062000.0,6172000.0,,,0.0028517007508685904,0.04113326992344035
0000842183-23-000041,Company_6469,Technology,BB,0,1.0,,466000.0,,42089000.0,,,,3063000.0,2211000.0,52247000.0,,15838000.0,37870000.0,1931305000.0,,,0.08088196461579086,0.0586253756196528
0000842183-23-000059,Company_6470,Financial,B,0,0.0,,470000.0,,45678000.0,,,,-1307000.0,16991000.0,6023000.0,,856000.0,1920818000.0,1920818000.0,,,-0.0006804392711855054,-0.2170014942719575
0000842183-23-000063,Company_6471,Healthcare,BB,0,1.31,,4155000.0,,54094000.0,,,,2887000.0,8632000.0,54888000.0,,99664000.0,78771000.0,54094000.0,,,0.03665054398192228,0.05259801778166448
0000842517-22-000061,Company_6472,Energy,B,0,0.0,,105330000.0,,,,,29106000.0,0.0,,,,1859000.0,19982000.0,448352000.0,,15.65680473372781,0.0,
0000842517-22-000091,Company_6473,Consumer,BB,0,1.0,,161186000.0,,,,,,4734000.0,,807000.0,,195842000.0,140000.0,225382000.0,,,33.81428571428572,5.866171003717472
0000842517-22-000137,Company_6474,Industrial,BB,0,1.0,,82017000.0,,,,,0.0,10029000.0,,1812000.0,,4791000.0,48294000.0,1857693000.0,,0.0,0.20766554851534352,5.53476821192053
0000842517-22-000186,Company_6475,Utilities,BB,0,1.0,,98912000.0,,,,,0.0,5887000.0,,1206000.0,,-42867000.0,105000.0,510127000.0,,-0.0,56.06666666666667,4.881426202321725
0000842517-23-000055,Company_6476,Technology,BB,0,1.0,,38924000.0,,,,,0.0,47000.0,,,,215743000.0,33586000.0,215743000.0,,0.0,0.001399392604061216,
0000842517-23-000080,Company_6477,Financial,BBB,1,2.02,,98723000.0,,,,,,5321000.0,,5025000.0,,-30314000.0,48058000.0,-968000.0,,,0.11072037954138748,1.058905472636816
0000842517-23-000145,Company_6478,Healthcare,BB,0,1.0,,29880000.0,,,,,,9951000.0,,8361000.0,,93175000.0,217786000.0,1854017000.0,,,0.04569164225432305,1.1901686401148188
0000842517-23-000186,Company_6479,Energy,BB,0,1.0,,115879000.0,,,,,,4413000.0,,21779000.0,,3641000.0,38955000.0,1933367000.0,,,0.11328455910666153,0.20262638321318702
0000842517-24-000048,Company_6480,Consumer,BBB,1,1.97,,33672000.0,,,,,0.0,18167000.0,,,,202402000.0,35130000.0,1006000.0,,0.0,0.5171363506974096,
0000842517-24-000088,Company_6481,Industrial,BB,0,1.0,,25218000.0,,,,,,3131000.0,,6111000.0,,2057576000.0,2057576000.0,2057576000.0,,,0.0015216934878711649,0.5123547700867288
0000842517-24-000146,Company_6482,Utilities,BBB,1,1.65,,23559000.0,,,,,,3481000.0,,,,126126000.0,48283000.0,17017000.0,,,0.07209576869705693,
0000842517-24-000201,Company_6483,Technology,BB,0,1.0,,27378000.0,,,,,,3281000.0,,,,-17279000.0,48283000.0,421493000.0,,,0.06795352401466355,
0000842518-22-000009,Company_6484,Financial,BBB,1,1.93,,,,,,,-10454000.0,24043000.0,,,,183892000.0,18292000.0,1193000.0,,-0.056848585039044656,1.3143997375902035,
0000842518-22-000016,Company_6485,Healthcare,AA+,1,1035.2,,,,,,,,4748000.0,,,,79396000.0,5000.0,-5166000.0,,,949.6,
0000842518-22-000024,Company_6486,Energy,BBB,1,2.0,,,,,,,,10482000.0,,,,2769000.0,2208354000.0,-2023000.0,,,0.004746521617458071,
0000842518-22-000037,Company_6487,Consumer,BB,0,1.0,,,,,,,,899000.0,,,,-849000.0,15000.0,18181000.0,,,59.93333333333333,
0000842518-23-000016,Company_6488,Industrial,BBB,1,2.37,,,,,,,-12598000.0,20876000.0,,,,153993000.0,400000.0,-147000.0,,-0.08180891339216717,52.19,
0000842518-23-000032,Company_6489,Utilities,BB,0,1.0,,,,,,,,283000.0,,,,81210000.0,1127000.0,1386000.0,,,0.2511091393078971,
0000842518-23-000042,Company_6490,Technology,BB,0,1.0,,,,,,,,10732000.0,,,,128465000.0,42677000.0,2154963000.0,,,0.2514703470253298,
0000842518-23-000055,Company_6491,Financial,BB,0,1.0,,,,,,,,1111000.0,,,,150935000.0,14000.0,2023808000.0,,,79.35714285714286,
0000842518-24-000014,Company_6492,Healthcare,BB,0,1.0,,,,,,,,15743000.0,,,,2803000.0,8000.0,7078000.0,,,1967.875,
0000842518-24-000027,Company_6493,Energy,BB,0,1.0,,,,,,,40000000.0,2334000.0,,,,2804000.0,750000.0,2085349000.0,,14.265335235378032,3.112,
0000842518-24-000037,Company_6494,Consumer,BB,0,1.0,,,,,,,40000000.0,2946000.0,,,,177649000.0,8000.0,2079718000.0,,0.22516310252238966,368.25,
0000842518-24-000045,Company_6495,Industrial,BBB,1,2.15,,,,,,,40000000.0,2943000.0,,,,139297000.0,39476000.0,-5877000.0,,0.287156220162674,0.07455162630459013,
0000842633-22-000008,Company_6496,Utilities,BBB,1,2.17,125630000.0,140740000.0,12950000.0,58980000.0,217190000.0,152450000.0,400000000.0,57310000.0,96490000.0,6000000.0,,732490000.0,45060000.0,2120000.0,0.21956595456086808,0.5460825403759778,1.2718597425654683,9.551666666666666
